"행정구역별","산업별",2015.1/2,2015.2/2,2016.1/2,2016.2/2,2017.1/2,2017.2/2,2018.1/2,2018.1/2,2018.2/2,2018.2/2,2019.1/2,2019.1/2,2019.2/2,2019.2/2,2020.1/2,2020.1/2,2020.2/2,2020.2/2,2021.1/2,2021.1/2,2021.2/2,2021.2/2,2022.1/2,2022.2/2,2022.2/2,2023.1/2,2023.1/2,2023.2/2,2023.2/2,2024.1/2,2024.1/2
"행정구역별","산업별",취업자 (천명),취업자 (천명),취업자 (천명),취업자 (천명),취업자 (천명),취업자 (천명),취업자 (천명),RSE,취업자 (천명),RSE,취업자 (천명),RSE,취업자 (천명),RSE,취업자 (천명),RSE,취업자 (천명),RSE,취업자 (천명),RSE,취업자 (천명),RSE,취업자 (천명),취업자 (천명),RSE,취업자 (천명),RSE,취업자 (천명),RSE,취업자 (천명),RSE
"포항시","계",255,257,257,258,262,255,260,-,262,-,263,-,266,-,247,-,249,-,250,-,252,-,259,255,-,253,-,253,-,257,-
"포항시","농업, 임업 및 어업 (A)",22,19,19,19,21,17,16,*,19,*,20,*,19,*,16,*,23,*,22,*,21,*,21,15,*,14,*,10,*,9,*
"포항시","광·제조업(B,C)",54,51,53,56,52,51,53,-,54,-,55,-,57,-,55,-,54,-,52,-,51,-,53,53,-,53,-,52,-,52,-
"포항시","건설업 (F) ",18,20,21,21,22,19,19,-,19,-,18,-,17,-,16,-,15,-,17,-,18,-,17,23,-,23,-,24,-,22,-
"포항시","도소매·숙박음식업(G,I)",52,52,53,53,54,56,58,-,53,-,54,-,50,-,43,-,40,-,41,-,43,-,44,44,-,44,-,46,-,49,-
"포항시","전기·운수·통신·금융(D,H,J,K)",27,24,24,25,25,22,23,-,22,-,21,-,23,-,22,-,22,-,23,-,23,-,22,21,-,21,-,21,-,23,-
"포항시","사업·개인·공공서비스 및 기타(E,L~U)",83,90,87,85,88,90,91,-,95,-,95,-,99,-,95,-,96,-,96,-,96,-,102,100,-,99,-,101,-,102,-
